dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1709182800,5,11001.59,228.88,71.97,0.05,91.55,248.22,307,19.25
1709186400,5,10147.09,216.36,80.88,0.08,100.14,214.63,266.45,16.47
1709190000,5,7583.62,171.66,87.05,0.2,103,149.75,190.92,13.3
1709193600,5,5393.98,123.38,85.68,0.23,101.09,101.38,134.26,11.4
1709197200,4,3845.21,83.15,79.51,0.22,90.6,69.54,95.04,10.13
1709200800,4,4432.68,84.94,75.4,0.41,82.97,65.93,92.6,12.92
1709204400,5,7476.81,139.47,81.57,0.06,92.51,101.93,146.13,20.52
1709208000,5,9078.98,162.72,81.57,0,95.37,141.75,209.3,28.63
1709211600,5,13031.01,232.46,82.25,0,104.9,258.86,378.6,52.69
1709215200,5,18157.96,318.29,82.25,0,113.49,427.98,614.77,79.04
1709218800,5,20935.06,357.63,81.57,0,122.07,566.18,816.28,107.41
1709222400,5,21362.3,364.78,78.83,0,115.39,613.57,885.97,107.41
1709226000,5,19866.94,350.48,69.23,0,80.11,570.22,816.47,57.76
1709229600,5,18371.58,325.44,59.63,0,51.5,534.77,749.3,27.87
1709233200,5,15380.86,271.8,48.67,0,35.76,473.33,639.38,17.23
1709236800,5,11962.89,207.42,40.78,0,28.85,389.27,506.85,15.71
1709240400,5,9292.6,157.36,36.67,0,27.42,320.53,404.56,17.23
1709244000,5,7156.37,118.02,35.99,0,29.09,256.01,319.57,18.24
1709247600,5,6515.5,111.76,33.93,0,33.38,233.3,294.1,19
1709251200,5,9292.6,168.09,35.99,0.05,50.07,289.02,368.45,28.12
1709254800,5,14953.61,282.53,47.98,0.35,73.43,388.91,491.61,31.66
1709258400,5,20080.57,375.51,74.71,0.68,87.74,477.13,598.44,33.44
1709262000,5,21148.68,371.93,113.79,1.14,88.69,491.03,617.92,38.5
1709265600,4,3364.56,41.57,58.26,0.45,35.29,68.46,94.16,10.01
1709269200,3,1602.17,8.72,45.24,2.84,25.27,28.92,45.06,7.16
1709272800,2,1308.44,3.69,41.81,9.39,24.08,22.02,35.02,6.21
1709276400,2,1188.28,1.93,38.04,18.24,21.22,18.99,29.9,5.57
1709280000,2,1214.98,0.99,39.07,21.1,20.27,18.9,28.99,5.51
1709283600,2,1415.25,0.8,46.61,15.91,22.89,21.97,32.16,5.83
1709287200,4,4165.65,46.49,69.23,0.46,41.48,56.14,78.78,12.79
1709290800,5,8865.36,141.26,76.77,0.01,63.9,121.1,165.88,20.52
1709294400,5,11322.02,191.33,78.14,0,71.53,182.71,251.73,27.61
1709298000,5,14312.74,243.19,80.2,0,84.88,282.83,388.2,43.57
1709301600,5,16662.6,286.1,78.83,0,88.69,396.83,547.85,51.68
1709305200,5,16662.6,278.95,73.34,0,82.02,458.55,648.69,52.69
1709308800,5,14953.61,250.34,66.49,0,70.57,446.88,648.21,44.08
1709312400,5,12390.14,207.42,59.63,0,54.36,369.87,541.42,26.35
1709316000,5,9185.79,150.2,50.72,0,36.24,290.79,423.21,16.21
1709319600,5,6141.66,92.98,40.44,0,23.37,224.48,315.89,12.03
1709323200,5,4325.87,57.22,33.93,0,18.36,180.34,239.12,10.89
1709326800,5,3391.27,39.34,31.53,0,17.17,154.51,195.11,10.64
1709330400,5,3044.13,33.08,31.53,0,18.36,139.43,170.23,10.64
1709334000,5,3311.16,37.1,32.56,0,20.5,138.46,167.85,11.78
1709337600,5,4913.33,64.37,37.01,0.02,28.85,163.58,201.81,18.24
1709341200,5,5928.04,84.94,45.24,0.19,35.76,149.59,188.28,17.73
1709344800,5,5767.82,84.04,48.67,0.5,37.19,123.68,162.37,15.07
1709348400,5,3898.62,52.75,47.98,1.5,34.33,82.41,114.59,12.79
1709352000,3,1522.06,12.85,41.13,3.71,26.94,32.72,46.75,5.89
1709355600,2,1094.82,6.82,36.67,4.56,25.51,22.03,31.75,4.5
1709359200,2,1028.06,4.86,35.64,7.33,25.51,17.92,26.03,4.02
1709362800,2,988.01,2.01,33.24,13.95,22.41,15.38,22.73,3.7
1709366400,2,1001.36,0.8,31.53,19.49,20.27,15.05,22.71,3.93
1709370000,2,1121.52,0.57,35.3,16.09,20.74,16.52,24.66,4.24
1709373600,3,3471.37,36.21,52.78,0.67,33.38,44.59,63.81,9.37
1709377200,5,6942.75,106.39,55.52,0.01,47.21,92.64,128.15,13.05
1709380800,5,8651.73,137.69,56.21,0,51.5,137.39,189.16,17.23
1709384400,5,9185.79,146.63,57.58,0,52.93,183.11,249.28,24.07
1709388000,5,8544.92,130.53,58.26,0,47.21,204.75,277.42,23.56
1709391600,5,7370,106.39,55.52,0,39.58,208.18,284.57,21.53
1709395200,5,6782.53,93.88,49.35,0,33.86,203.5,285.47,19.51
1709398800,5,6568.91,94.77,42.84,0,28.61,192.31,275.21,14.69
1709402400,5,6034.85,89.41,35.64,0,22.89,182.75,261.92,12.41
1709406000,5,5020.14,72.42,28.79,0,17.88,165.3,229.56,10.51
1709409600,5,3898.62,50.51,26.05,0,14.9,139.96,183.27,7.92
1709413200,5,2883.91,29.06,29.13,0,15.74,111.85,138.87,6.02
1709416800,5,1949.31,12.96,35.3,0.01,21.46,81.66,97.51,5
1709420400,5,2243.04,18.33,33.59,0,23.6,87.09,105.03,6.46
1709424000,5,4058.84,53.2,31.53,0.02,30.28,124.25,155.93,14.06
1709427600,5,7370,119.81,32.9,0.25,41.48,173.48,223.31,19.51
1709431200,5,8758.54,148.42,39.41,0.77,44.82,184.37,241.65,18.49
1709434800,5,7476.81,110.86,58.26,3.31,41.48,159.15,213.64,18.49
1709438400,4,2536.77,16.76,56.89,21.82,26.7,56.28,76.78,8.49
1709442000,4,2243.04,7.1,66.49,41.48,36.24,60.17,79.52,8.36
1709445600,4,1949.31,2.15,64.43,75.82,42.44,61.63,77.36,6.71
1709449200,3,1548.77,0.89,49.35,81.54,36.72,44.13,55.96,5.38
1709452800,3,1468.66,1.09,43.87,60.08,32.42,32.29,43.66,5.51
1709456400,3,1655.58,2.57,47.98,35.76,31.95,28.68,40.78,6.27
1709460000,3,2189.64,7.82,57.58,14.84,33.38,31.92,45.87,7.41
1709463600,3,2696.99,18.78,55.52,1.11,31.95,36.45,53.35,8.49
1709467200,3,2696.99,24.81,44.55,0,26.7,41.17,62.36,9.75
1709470800,5,4272.46,50.51,46.61,0,31.47,84.9,126.96,15.58
1709474400,5,5874.63,73.31,52.09,0,34.81,142.35,214.16,18.75
1709478000,5,6248.47,73.31,54.15,0,33.38,176.54,269.74,20.52
1709481600,5,5928.04,66.16,52.78,0,29.56,177.08,272.12,18.49
1709485200,5,4699.71,49.17,46.61,0,21.7,139.32,215.71,11.15
1709488800,5,3417.97,33.08,35.99,0,16.21,105.3,167.71,8.99
1709492400,4,2216.34,18.33,25.36,0,12.52,73.23,122.6,8.23
1709496000,4,1522.06,11.29,18.16,0.03,10.49,51.93,89.65,7.54
1709499600,3,1214.98,8.72,14.74,0.06,9.78,39.09,68.67,6.9
1709503200,3,1134.87,9.5,13.71,0.06,10.49,32.97,58.59,6.65
1709506800,3,1401.9,15.87,13.71,0.01,12.99,35.47,62.73,7.85
1709510400,4,2830.51,42.92,16.45,0.15,22.65,60.22,99.82,14.06
1709514000,5,5500.79,96.56,23.31,0.3,38.15,98.46,151.56,20.77
1709517600,5,6248.47,111.76,27.76,0.36,42.92,105.72,163.48,24.32
1709521200,5,4539.49,76.89,28.45,0.56,35.76,78.79,131.43,23.81
1709524800,2,1268.39,9.16,23.99,2.21,13.23,16.85,30.59,7.54
1709528400,1,934.6,3.91,19.19,3.26,10.13,9.69,16.85,5.19
1709532000,1,947.95,4.41,19.36,2.77,10.37,8.94,15.28,4.94
1709535600,1,988.01,5.48,19.36,2.21,10.61,8.98,15.56,5.07
1709539200,2,1068.12,7.26,20.56,1.54,11.68,10.11,17.45,5.57
1709542800,2,1201.63,9.61,21.59,1.03,12.76,11.43,19.23,5.76
1709546400,2,2323.15,32.19,25.7,0.29,21.22,23.95,38.04,9.5
1709550000,3,3578.19,58.11,29.13,0.06,28.61,40.43,63.48,13.17
1709553600,4,3685,58.11,28.1,0,27.66,50.49,81.23,15.07
1709557200,4,3471.37,52.3,25.7,0,26.46,59.97,100.04,16.97
1709560800,4,2964.02,42.47,21.93,0,23.13,59.71,104.91,16.72
1709564400,4,2483.37,33.97,18.68,0,19.79,54.44,100.11,15.58
1709568000,4,2563.48,35.76,16.79,0,18.84,53.6,98.34,13.93
1709571600,4,2696.99,41.57,15.77,0,17.4,50.9,94.71,10.26
1709575200,3,2456.67,38.89,14.39,0,15.5,49.78,94.99,9.63
1709578800,3,1949.31,29.5,12.68,0,13.11,46.31,90.11,9.5
1709582400,3,1468.66,20.12,11.31,0,10.85,38.28,75.55,8.49
1709586000,3,1174.93,14.53,10.45,0.01,9.89,31.34,62.1,7.54
1709589600,3,1081.47,13.52,10.28,0.01,10.25,26.87,53.44,7.09
1709593200,3,1255.04,17.66,10.97,0.01,12.4,28.12,54.69,8.23
1709596800,3,2296.45,37.55,13.54,0.08,20.03,44.13,79.09,13.68
1709600400,4,4165.65,75.1,18.85,0.57,33.38,68.28,116.28,20.01
1709604000,5,5180.36,92.98,28.45,1.86,41.96,84.39,144.97,25.59
1709607600,5,4806.52,75.1,47.3,6.79,43.87,86.2,152.38,28.63
1709611200,3,1789.09,18.1,33.24,2.26,22.89,27.16,50.24,11.15
1709614800,2,1214.98,9.95,23.31,4.11,15.5,15.3,27.19,7.22
1709618400,2,1134.87,8.05,21.93,6.79,13.35,12.9,21.75,6.08
1709622000,2,1068.12,7.04,20.22,8.67,10.85,11.04,18.84,5.57
1709625600,2,1014.71,5.87,20.05,11.62,10.13,10.11,17.51,5.45
1709629200,1,1028.06,5.48,20.91,13.23,9.89,9.76,16.75,5.19
1709632800,2,1842.5,17.66,31.19,6.35,17.64,18.66,31.94,8.87
1709636400,3,2723.69,35.76,32.56,0.7,23.37,29.24,50.21,12.29
1709640000,3,2830.51,40.23,27.76,0,23.6,37.35,64.38,14.57
1709643600,3,2750.4,38.44,25.02,0,23.13,45.04,77.66,16.09
1709647200,3,2323.15,30.4,21.59,0,20.27,43.69,79.57,14.95
1709650800,3,1976.01,25.03,18.34,0,17.88,40.48,77.77,13.68
1709654400,3,1815.8,23.69,16.28,0,16.21,35.65,70.62,11.65
1709658000,3,1602.17,21.9,15.25,0,13.95,27.65,56.6,8.36
1709661600,2,1308.44,16.99,14.22,0,12.04,23.54,48.11,7.09
1709665200,2,1014.71,11.06,13.19,0.02,10.13,20.71,42.05,6.52
1709668800,2,834.47,7.71,12.34,0.07,9.18,18.21,36.32,6.21
1709672400,2,747.68,6.59,12,0.12,9.18,16.24,31.77,5.83
1709676000,2,761.03,7.82,12,0.09,10.13,16,30.92,5.76
1709679600,2,988.01,13.08,12.34,0.02,12.4,20.05,37.84,6.97
1709683200,3,2056.12,33.53,14.39,0.04,20.27,38.32,66.8,12.16
1709686800,4,3898.62,71.53,18.85,0.18,32.42,63.51,103.61,17.73
1709690400,4,4165.65,76.89,21.76,0.44,34.33,64.7,108.05,19.25
1709694000,3,2937.32,50.07,23.31,1.24,28.13,47.67,84.96,17.99
1709697600,2,1388.55,13.3,23.31,1.2,14.78,18.58,33.5,8.49
1709701200,2,1308.44,12.52,20.91,0.42,14.07,16.52,27.13,7.85
1709704800,2,1535.42,17.43,21.59,0.18,16.45,18.97,30.04,8.23
1709708400,2,1642.23,20.34,21.42,0.28,17.17,19.34,31.23,8.36
1709712000,2,1695.63,22.13,21.42,0.36,17.4,19.26,31.26,8.61
1709715600,2,1842.5,24.59,22.62,0.65,18.36,20.31,32.42,8.74
1709719200,3,2964.02,45.6,29.13,1.16,26.94,32.35,50.75,12.03
1709722800,4,4592.9,76,36.67,0.14,36.24,53.19,83.47,16.47
1709726400,4,4913.33,80.47,37.7,0,36.72,69.39,110.39,19.25
1709730000,5,4646.3,74.21,34.27,0,34.81,80.77,129.69,21.03
1709733600,4,3417.97,50.51,27.42,0,26.94,68.17,112.91,17.48
1709737200,3,2296.45,30.4,21.25,0,19.55,48.77,84.66,13.68
1709740800,3,1842.5,23.69,17.99,0,15.26,36.42,60.9,9.63
1709744400,3,1789.09,25.03,16.11,0,13.59,30.9,49.33,6.46
1709748000,3,1548.77,22.58,14.05,0,12.28,28.01,44.81,5.64
1709751600,3,1255.04,17.43,12.17,0,11.21,26.31,45.44,6.02
1709755200,3,1081.47,14.08,10.8,0,10.61,25.74,48.37,6.59
1709758800,3,1014.71,13.3,9.94,0,10.49,26.36,50.39,6.78
1709762400,3,1108.17,15.87,9.51,0,11.44,27.89,49.81,6.52
1709766000,3,1428.6,22.58,10.11,0,13.47,31.81,51.86,7.16
1709769600,4,2937.32,50.96,13.37,0,22.65,55.81,84.23,12.67
1709773200,5,5287.17,99.24,19.02,0.1,37.19,84.74,125.26,17.73
1709776800,5,5554.2,105.5,21.93,0.54,40.53,85.03,133.01,19.76
1709780400,4,3738.4,65.27,24.33,2.41,32.42,59.28,102.6,18.75
1709784000,3,2162.93,28.39,29.47,6.71,23.13,34.17,58.39,12.67
1709787600,3,2296.45,24.81,38.39,7.24,23.13,36.77,56.1,11.53
1709791200,3,2857.21,29.95,47.3,4.25,25.99,43.63,63.67,10.89
1709794800,3,3017.43,28.61,52.78,4.65,26.23,46.1,66.61,10.26
1709798400,3,2777.1,22.13,54.15,5.01,25.03,41.43,60.31,9.88
1709802000,3,2643.59,20.79,50.72,3.13,24.08,36.26,53.74,9.5
1709805600,3,2723.69,27.72,43.18,3.93,24.8,32.34,51.22,9.88
1709809200,3,2670.29,31.74,34.27,0.5,22.89,29.57,50.79,10.13
1709812800,3,2136.23,26.6,23.65,0,18.36,26.56,48.01,10.13
1709816400,3,1842.5,22.13,19.02,0,16.21,27.21,50.29,10.77
1709820000,3,1588.82,18.55,16.11,0.01,14.54,26.79,51.74,10.64
1709823600,3,1455.31,16.54,14.05,0.01,13.23,25.96,51.15,10.39
1709827200,2,1335.14,15.42,13.19,0.02,12.04,22.14,44.78,8.87
1709830800,2,1054.76,11.29,12.85,0.07,9.78,14.44,30.58,5.95
1709834400,2,747.68,5.7,12.51,0.53,7.87,10.28,21.88,4.88
1709838000,1,554.08,1.98,11.48,2.84,6.32,7.9,16.93,4.24
1709841600,1,494,0.92,10.8,5.45,6.08,7.16,15.12,4.12
1709845200,1,480.65,0.75,10.97,6.44,6.38,7.15,15.22,4.18
1709848800,1,527.38,1.13,12.34,5.28,7.27,7.87,16.51,4.43
1709852400,2,700.95,3.02,14.91,2.48,8.94,10.32,20.82,5.26
1709856000,2,1495.36,16.99,17.65,0.37,14.66,22.07,40.03,8.87
1709859600,3,2696.99,41.57,20.73,0.3,22.17,34.99,59.23,11.78
1709863200,3,2590.18,39.34,21.93,0.52,22.17,32.94,57.19,12.29
1709866800,2,1789.09,21.68,23.65,1.63,17.64,24.26,44.32,11.27
1709870400,2,1054.76,4.86,22.28,10.01,10.85,12.53,22.57,6.78
1709874000,2,961.3,3.05,21.93,13.41,10.13,10.42,17.83,5.7
1709877600,1,961.3,2.93,22.28,13.41,10.13,9.5,15.93,5.19
1709881200,2,1094.82,4.53,24.33,8.85,11.92,10.27,16.58,5.07
1709884800,2,1361.85,9.61,25.02,3.67,13.71,12.77,20,5.51
1709888400,2,1762.39,18.55,24.68,0.98,15.97,16.79,25.3,5.83
1709892000,2,2483.37,34.87,25.02,0.22,19.79,23.2,33.92,6.46
1709895600,3,2964.02,44.7,28.79,0.04,22.65,30.55,44.88,7.41
1709899200,3,2723.69,38.44,27.42,0,20.5,34.35,52.29,8.04
1709902800,3,2483.37,32.63,23.99,0,19.31,39.03,62.32,9.37
1709906400,3,2243.04,27.72,21.59,0,17.88,41.08,68.33,9.75
1709910000,3,2136.23,25.03,20.05,0,16.93,42.79,72.14,10.13
1709913600,3,2243.04,28.16,19.19,0,16.69,43.95,73.06,9.37
1709917200,3,2216.34,30.4,18.85,0,15.5,39.39,63.62,6.84
1709920800,3,1762.39,21.9,17.65,0,12.52,32.64,51.28,5.32
1709924400,3,1348.5,13.63,16.45,0,11.8,30.03,45.65,4.94
1709928000,3,1268.39,11.62,15.08,0,12.76,33.65,49.74,5.38
1709931600,3,1335.14,12.85,14.39,0,14.31,40.44,58.85,6.4
1709935200,3,1522.06,16.99,14.22,0,15.97,47.69,68.43,7.22
1709938800,4,1869.2,24.81,14.57,0,17.64,54.43,77.26,7.92
1709942400,5,3204.35,50.51,17.14,0.01,24.32,77.16,108.84,12.16
1709946000,5,5340.58,94.77,22.96,0.12,34.33,104.62,143.75,14.82
1709949600,5,6141.66,110.86,28.79,0.31,37.19,114.28,156.68,14.44
1709953200,5,4753.11,77.78,35.99,0.91,31.95,97.14,134.9,12.54
1709956800,4,2403.26,20.79,47.98,6.71,25.27,55.21,75.75,8.23
1709960400,3,1642.23,5.09,49.35,18.24,26.46,38.35,50.85,6.14
1709964000,3,1321.79,2.04,43.18,32.54,26.94,29.54,38.09,4.56
1709967600,3,1361.85,1.13,42.84,30.4,26.46,26.93,35.15,4.43
1709971200,3,1842.5,2.93,49.35,17.52,26.23,30.91,41.59,5.57
1709974800,3,2536.77,11.18,56.21,6.71,29.09,37.92,51.62,7.16
1709978400,4,4112.24,39.79,63.75,1.97,37.19,56.25,75.42,9.88
1709982000,5,6034.85,76.89,66.49,0.17,45.3,84.44,112.23,12.67
1709985600,5,6782.53,88.51,67.86,0,44.82,112.06,150.76,15.45
1709989200,5,8651.73,118.02,72.66,0,45.78,182.61,245.04,21.79
1709992800,5,10787.96,151.99,66.49,0,44.82,268.58,360.8,26.09
1709996400,5,11001.59,151.99,56.89,0,39.58,308.58,418.49,26.35
1710000000,5,10040.28,134.11,51.41,0,33.38,293.27,401.31,21.03
1710003600,5,7904.05,100.14,49.35,0,23.6,226.14,309.97,11.02
1710007200,5,5233.76,54.99,46.61,0,15.26,155.33,211.21,6.46
1710010800,5,2910.61,18.33,39.76,0.01,10.37,96.38,132.7,4.94
1710014400,5,2056.12,8.72,29.82,0.05,8.82,75.73,106.47,5
1710018000,4,1668.93,6.98,22.96,0.08,8.82,65.04,92.75,5.13
1710021600,4,1588.82,9.83,19.19,0.03,10.01,59.46,86.01,5.32
1710025200,4,1976.01,20.79,17.31,0,13.11,64.14,93.25,6.52
1710028800,5,4219.06,64.37,19.54,0.05,25.03,106.12,150.82,13.05
1710032400,5,8865.36,159.14,27.76,0.09,45.3,181.13,247.26,19
1710036000,5,12390.14,228.88,36.33,0.14,54.84,236.74,317.77,21.28
1710039600,5,12069.7,218.15,40.78,0.18,50.54,244.11,333.53,22.29
1710043200,4,2750.4,39.79,35.99,0.39,27.18,63.3,88.04,7.6
1710046800,3,1415.25,12.63,32.56,1.59,22.89,31.26,44.76,5.95
1710050400,2,1161.58,4.36,33.93,6.17,22.17,22.23,32.05,5.19
1710054000,2,1134.87,0.86,32.9,16.81,21.7,21.03,29.72,4.75
1710057600,2,1188.28,0.24,33.59,25.75,21.46,23.11,31.81,4.75
1710061200,2,1255.04,0.1,35.99,26.11,21.7,23.78,32.24,4.69
1710064800,4,5393.98,63.48,62.38,0.35,37.19,71.43,98.47,13.43
1710068400,5,11749.27,189.54,65.8,0.01,56.74,157.52,215.07,20.77
1710072000,5,15808.11,264.64,73.34,0,65.8,254.19,349.4,28.88
1710075600,5,19226.07,321.87,80.2,0,72.48,378.98,509.52,39.52
1710079200,5,21148.68,350.48,80.88,0,67.71,487.68,636.81,40.02
1710082800,5,20294.19,329.02,78.14,0,59.13,534.32,692.73,38.5
1710086400,5,18798.83,296.83,74.71,0,51.98,528.59,683.27,34.45
1710090000,5,18585.21,300.41,69.92,0,46.25,523.79,661.69,27.11
1710093600,5,17944.34,300.41,65.12,0,44.35,520.6,633.36,27.61
1710097200,5,15808.11,264.64,56.21,0,42.92,473.98,557.86,26.09
1710100800,5,12283.33,203.85,43.18,0,35.29,388.98,452.37,17.23
1710104400,5,8438.11,126.96,33.93,0,27.18,287.68,334.78,11.02
1710108000,5,4005.43,47.83,32.56,0,22.41,149.44,175.13,7.41
1710111600,5,3311.16,38.44,28.79,0,25.03,124.77,155.11,11.65
1710115200,5,6408.69,97.45,32.22,0,47.21,192.06,251.72,31.41
1710118800,5,12817.38,227.09,44.55,0.05,78.2,301.39,392.72,45.6
1710122400,5,13671.88,246.76,47.98,0.08,70.57,283.89,374.36,31.41
1710126000,5,7476.81,123.38,42.16,0.34,43.87,150.04,208.11,19.25
1710129600,2,1281.74,6.93,30.16,8.76,18.6,21.99,34.56,5.83
1710133200,2,847.82,1.01,23.31,24.32,15.14,11.61,19.73,4.37
1710136800,2,814.44,0.8,22.62,29.68,15.02,10.45,17.64,3.89
1710140400,1,774.38,0.69,19.88,36.48,12.76,9.55,16.37,3.64
1710144000,1,774.38,0.8,20.56,37.55,13.11,9.51,16.34,3.64
1710147600,1,814.44,0.95,22.62,31.47,14.19,9.02,15.65,3.64
1710151200,2,1495.36,4.97,38.73,8.31,21.93,16.02,25.41,5.57
1710154800,3,2376.56,21.46,38.04,0.14,25.27,27.66,41.4,7.41
1710158400,3,2643.59,25.93,39.41,0.01,27.66,40.83,59.86,8.49
1710162000,4,2803.8,27.27,47.98,0,34.81,59.3,84.06,10.13
1710165600,4,2723.69,25.03,52.78,0,37.19,70.57,98.56,10.51
1710169200,5,2643.59,23.92,51.41,0,33.38,76.41,106.24,10.89
1710172800,4,2536.77,24.36,45.93,0,29.09,69.48,96.51,9.25
1710176400,4,2056.12,20.34,41.13,0,25.75,52.24,70.42,5.51
1710180000,3,1535.42,13.3,37.7,0.02,23.84,42.61,55.54,4.18
1710183600,3,1148.22,7.15,34.96,0.17,21.7,37.46,48.42,3.99
1710187200,3,974.66,4.19,32.22,0.7,20.03,34.34,45.1,4.24
1710190800,3,894.55,3.05,29.13,1.26,18.36,31.76,42.81,4.43
1710194400,3,947.95,4.36,26.73,0.82,16.69,31.49,43.9,4.94
1710198000,3,1255.04,10.39,25.36,0.15,17.17,36.51,52.57,6.46
1710201600,4,2803.8,39.34,26.73,0.01,25.99,65.14,94.96,13.3
1710205200,5,5447.39,92.98,31.53,0.09,41.01,100.61,147.04,19.25
1710208800,5,5874.63,100.14,34.27,0.37,42.92,101.17,155.2,19.51
1710212400,4,3845.21,57.22,37.7,2.39,35.29,70.73,117.43,17.23
1710216000,2,1134.87,4.92,28.45,18.42,19.31,20.03,34.31,6.59
1710219600,2,801.09,1.22,21.25,31.11,16.21,12.36,20.34,4.56
1710223200,2,767.71,0.87,20.56,36.48,15.74,10.92,17.58,3.99
1710226800,2,767.71,1.08,19.36,37.91,14.9,10.33,16.24,3.77
1710230400,2,807.76,1.19,21.08,35.05,14.9,10.5,16.25,3.93
1710234000,2,894.55,1.41,24.33,31.83,16.69,10.92,16.82,4.05
1710237600,3,2990.72,26.38,51.41,4.78,30.99,32.63,47.13,9.5
1710241200,4,5767.82,82.25,52.78,0.12,46.25,68.35,95.28,14.06
1710244800,5,6942.75,102.82,54.84,0,52.45,102.86,144.4,17.48
1710248400,5,7263.18,104.61,58.26,0,50.54,140.51,197.85,20.77
1710252000,5,6034.85,79.57,55.52,0,39.58,140.48,201.96,18.49
1710255600,5,3898.62,42.92,45.24,0,27.18,100.38,151.61,14.31
1710259200,4,2269.74,17.88,35.64,0.03,19.07,53.57,83.38,8.99
1710262800,3,1842.5,13.08,32.56,0.09,17.17,39.14,58.25,5.7
1710266400,3,1468.66,7.71,32.22,0.34,18.12,34.48,47.77,4.56
1710270000,3,1068.12,2.77,30.5,2.19,19.07,28.39,38.32,3.86
1710273600,2,854.49,1.17,27.42,4.56,17.4,23.62,32.38,3.83
1710277200,2,787.73,1.09,26.39,4.69,16.21,22.29,31.16,3.99
1710280800,2,867.84,2.37,26.73,2.5,15.26,24.32,34.93,4.5
1710284400,3,1214.98,8.27,27.08,0.37,16.45,31.82,46.64,5.89
1710288000,4,2777.1,36.66,30.16,0.01,25.27,61.42,89.42,11.78
1710291600,5,5500.79,89.41,37.36,0.05,40.53,100.33,141.42,16.21
1710295200,5,5767.82,94.77,42.84,0.13,42.44,98.83,139.98,15.83
1710298800,4,3738.4,51.86,44.55,0.69,34.33,66.36,98.74,13.81
1710302400,2,1214.98,4.08,37.36,12.34,21.46,21.89,34.49,6.27
1710306000,2,907.9,0.91,28.1,30.76,18.84,15.83,24.5,4.62
1710309600,2,854.49,0.82,25.7,37.19,17.88,14.89,22.02,3.93
1710313200,2,961.3,2.07,28.45,40.41,20.03,17.92,25.72,4.43
1710316800,2,1161.58,2.43,35.64,35.76,23.6,22.48,31.59,5.13
1710320400,3,1415.25,2.82,43.87,25.39,27.42,25.87,35.58,5.26
1710324000,3,3524.78,31.74,63.75,3.53,37.19,48.86,66.19,8.23
1710327600,5,6195.07,85.83,67.17,0.09,47.68,86.05,116.57,11.27
1710331200,5,7583.62,109.08,71.97,0,51.98,127.66,176.25,15.71
1710334800,5,8651.73,126.96,73.34,0,53.41,181.84,259.24,22.8
1710338400,5,8438.11,121.59,65.12,0,47.68,206.45,308.02,24.57
1710342000,5,7156.37,101.03,52.78,0,39.1,195.2,306.06,23.56
1710345600,5,5661.01,78.68,40.1,0,30.99,150.27,238.76,17.73
1710349200,5,4058.84,56.33,31.19,0,23.37,94.91,147.54,10.26
1710352800,4,2563.48,32.63,25.7,0,18.12,57.78,87.6,7.16
1710356400,3,1455.31,13.08,23.65,0.04,15.02,37.32,54.8,5.76
1710360000,3,1108.17,6.98,22.96,0.21,14.78,32.7,46.58,5.13
1710363600,3,1001.36,5.7,22.96,0.34,15.74,32.6,45.31,4.94
1710367200,3,1028.06,7.15,22.96,0.23,16.93,33.76,46,4.88
1710370800,3,1335.14,13.41,23.65,0.03,19.07,40.77,55.69,5.83
1710374400,4,2723.69,39.34,27.08,0.03,27.42,68.2,94.07,10.51
1710378000,5,5233.76,88.51,36.33,0.57,40.05,107.4,146.53,14.69
1710381600,5,6355.29,104.61,50.04,1.22,45.78,125.32,172.84,16.47
1710385200,5,5126.95,69.74,63.06,2.57,41.96,110.69,156.85,16.47
1710388800,3,2002.72,10.17,54.15,5.41,28.37,47.2,66.41,7.92
1710392400,3,1401.9,2.71,46.61,13.41,26.46,31.56,43.57,6.08
1710396000,3,1255.04,1.06,43.87,24.68,26.94,26.27,35.52,5.26
1710399600,2,1188.28,0.7,40.1,37.55,24.8,24.11,32.61,5
1710403200,3,1281.74,0.75,42.5,40.41,25.99,26.05,35.07,5.32
1710406800,3,1495.36,0.99,50.04,34.33,29.09,30.2,40.04,5.83
1710410400,3,2136.23,2.85,68.55,15.91,32.9,38.95,51.53,7.22
1710414000,3,2777.1,9.39,75.4,1.77,30.52,47.71,65.76,9.12
1710417600,3,2670.29,11.51,59.63,0.4,23.37,49.01,71.63,10.01
1710421200,3,2323.15,12.52,43.18,0.26,19.55,45.05,70.91,10.64
1710424800,3,1895.9,9.83,32.9,0.53,16.21,36.93,62.33,9.88
1710428400,3,1602.17,4.69,30.85,2.57,13.83,31.89,55.45,8.99
1710432000,3,1508.71,2.77,31.19,4.74,12.28,27.48,46.85,7.35
1710435600,2,1321.79,1.77,29.82,6.35,10.61,20.55,34.34,4.88
1710439200,2,1054.76,0.55,25.02,11.18,9.3,17.4,28.41,4.31
1710442800,2,814.44,0.11,18.34,18.42,8.11,15.04,24.76,3.99
1710446400,2,667.57,0.03,14.57,23.96,7.21,12.46,20.66,3.64
1710450000,2,614.17,0.02,13.37,25.75,6.97,11.01,18.28,3.42
1710453600,2,654.22,0.06,15.08,23.25,7.45,11.33,18.82,3.55
1710457200,2,907.9,0.56,21.93,12.87,9.3,15.77,25.83,4.56
1710460800,3,2082.82,17.88,30.16,0.6,16.69,35.41,55.24,8.99
1710464400,4,4112.24,60.8,31.53,0.41,28.61,61.65,91.96,12.79
