dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1730350800,4,1588.82,2.12,38.39,171.66,31.95,65.47,83.13,8.61
1730354400,3,1295.09,0.84,34.96,135.9,26.94,47.67,61.19,7.16
1730358000,3,1214.98,0.37,37.7,94.41,25.51,34.38,45.77,6.84
1730361600,3,1241.68,0.98,40.78,74.39,26.23,28.38,39.07,6.9
1730365200,3,1335.14,1.38,43.53,61.51,26.46,25.38,35.98,7.16
1730368800,4,5073.55,41.13,95.96,7.42,45.3,62.5,90.86,19.25
1730372400,5,11215.21,135.9,112.41,0.06,76.29,138.28,194.1,36.48
1730376000,5,15594.48,219.94,138.46,0,93.46,225.75,314.06,52.18
1730379600,5,20507.81,303.98,161.77,0,103.95,377.67,516.89,66.88
1730383200,5,25634.77,393.39,167.25,0,104.9,573.86,774.31,69.92
1730386800,5,29052.73,454.19,165.88,0,101.09,756.26,1010.56,67.89
1730390400,5,31616.21,507.83,164.51,0,96.32,885.05,1176.48,60.29
1730394000,5,30334.47,493.53,157.65,0,77.25,877.11,1153.5,36.48
1730397600,5,25634.77,411.27,143.95,0,59.13,772.59,1009.69,26.35
1730401200,5,18371.58,278.95,124.75,0,43.87,585.49,749.76,19.76
1730404800,5,12817.38,182.39,106.93,0,35.76,444.39,554.53,16.72
1730408400,5,9506.23,125.17,98.71,0,35.29,366.88,449.96,17.99
1730412000,5,7904.05,95.67,104.19,0,40.53,332.53,405.37,19.76
